ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
1.1826063275900263,-0.6363748418464849,0.14674441574047942,-0.24110182679987183,0.921503032845087,1.534180317828833,-1.9841534236957081,1.6012206619768243,-0.14058597058856973
-1.1482421059643155,0.04585567090057921,-0.22694229781239417,0.4545979884545487,0.41908457014139355,-0.10011196358169788,0.1043028398755487,0.9125785391936867,-1.2751418894844044
-0.04487035339691245,-0.5074386283190303,0.019651807109838822,0.7380851059431597,-0.017126316338669102,-0.5127771528005601,-1.2720605191973973,0.23734105249531376,1.2685989375522075
-0.3949535146170795,-0.6972392917450736,0.21085707135396536,1.1837363397788165,-0.09948058944827397,2.0468215411673256,-0.0869075496854133,-0.15595429891360246,0.4897471515928823
-0.5482379452988596,-0.14312650425275253,-0.7715889335533925,-1.2531072703192618,0.4466204530938418,1.3627838965894783,-0.5731732708916001,-0.8902575183143967,0.6878072876097457
-0.04487035339691245,-0.5651101980661011,1.5021290801582765,0.40256371102178506,0.6435133725322635,-0.5717491856509498,0.9947571436110586,0.31373031436235344,-0.2719191026912154
0.4001449033415767,-1.0166564310943886,0.3593338795102537,0.7143694345185413,-0.11514720390546582,0.04883213076245997,0.5478779125057088,1.4524307198226267,0.8259261028560971
-0.08757211282400841,0.16194985215876145,-0.02037121825972779,-0.6226668158421284,0.5116021769072384,-0.13260379174281423,1.6416498002140227,-1.0714163779477117,0.031008413010509613
-0.04487035339691245,0.18536211223075819,0.04211740042618277,-0.1268746037088993,-0.7954144561180112,0.07763141923979801,-0.17471305588327682,-0.1235462790756531,0.6463626276015579
-0.04487035339691245,1.118530405888209,0.5917780337110039,-0.5600209530122766,-0.9841803648555483,-0.8748012911844889,0.7573621618732521,-0.9417571266895789,0.39874215062178897
-1.2299573155922756,-0.10270195375706181,0.013400655327020521,-0.5831531547091533,-1.8201615509958524,-0.9444844372238922,0.42223239335858986,0.15572057673196757,0.18668938748046937
0.9168847961971458,-1.1286822174820719,-0.2639212064393962,0.3427405997355085,0.28640752677922876,-0.45997416185932977,1.0541198066484532,-0.7931319184610337,0.347005357445204
0.7229197447112118,0.4246124635611015,0.40479792223731753,0.7970716564878338,1.4206151347064007,-1.3103982760667305,-0.846259877886763,1.2122515319320228,0.20913768281760103
-0.04487035339691245,1.143972442549375,-0.08583505820256927,-0.26673378938802267,-0.017126316338669102,-1.1760805546929176,-1.3736506467829965,0.7201844012184294,-0.849692138516609
-2.0093979573753593,-2.177220726420147,-1.2184961023450933,-1.0947118182729263,-1.9962856707142012,0.2140857052132553,1.3056071153834405,1.2839923688519008,0.6234586986760657
0.8573642604144907,-0.641223808078929,-1.0570623806258606,-0.08758983401337621,-0.017126316338669102,0.30176897802999586,0.9879177008188809,2.260286808007256,0.2049664554890688
1.018297323369337,0.5704887485903365,-0.6975374792337622,0.26043342934308994,-0.46397007770343063,-0.8413093166640973,0.20386991200087695,0.8426537447263454,0.03633202270228724
1.3587906546600927,0.5942695321210482,-0.8830826788534631,-1.3110988547928875,-0.007441193108213168,-1.434834660744523,-1.060828533680598,0.1873007225635424,-0.6880305237569619
-1.8582338327132897,0.023153632404302533,-1.3746781077282975,2.310677134270746,-0.017126316338669102,-1.6331275406057304,1.7250082036565486,0.9871833340120337,0.49624544637619267
-0.4682500344091818,0.5055547912718293,-0.10533721906732224,-1.0887399199825958,-0.16887581335574017,-0.723822087217614,-0.1561410183160338,-3.054755492094666,-0.06412960181289179
-0.04487035339691245,-0.9139679926189239,-0.8084380652999282,-0.19669682906461441,-1.7682163329486926,1.3397174387437454,-0.1315071803600342,0.72147509501946,-0.6908339680853693
1.078203036771379,0.31878221979925403,0.8749581734088467,-0.679264798221052,0.1452823325004293,-1.2134808831715145,-1.5573254128541563,-0.15140232328532968,-0.36470613252242806
