ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
1.3467534135492607,-1.2614587067869298,-0.7022484174814299,0.08481792886066072,0.2612578828886757,0.4383309505813899,1.086715554798197,1.077657152207877,-0.4122672805170258,1
-0.010773830071896593,-1.0203753045309853,-0.3788098555158757,0.6210360114690356,-1.0372419583742434,0.4426861628793711,0.7971697097972814,-0.30438575163958614,0.2075929930814957,1
-0.010773830071896593,2.78410205826048,2.219274385068759,-1.0001049096879744,-0.02297636486176649,-0.644907873313533,-0.08962487366366756,2.0075263219267123,0.4467388534048007,1
1.0324702014524727,0.1784277069576242,-0.7666432132139641,0.08272033804155686,1.1008922897375293,-1.389337278705916,0.22328757208467556,0.6790071468735448,-0.9421891786451769,1
-1.0775286420946386,-1.4092619203223802,-0.4058298208148948,0.22225422181702273,2.294269532632784,-1.5761704121930697,-0.5984784681101472,-0.6617195930869746,1.1884945869214913,1
-0.22628720174480893,-1.2928822091547514,0.3709976763574673,0.8627987500604111,-1.6253345712388247,-1.208873307898214,0.5190945234223715,0.23977383237833955,-0.6258021628533683,1
1.5591067753134897,-1.1890805325512035,-0.7743115334847512,0.4043364702083364,-0.479634632839501,-0.03707199904862753,0.4166546456184592,2.663183752593419,0.5216838721828012,1
-0.08230007987332959,-0.2688194450278736,-0.9625982609642749,0.1546241946351464,-0.08331381575148204,-0.9553193096498344,0.7422558055400035,0.7291349353820948,0.2830290011144327,0
-2.0424744638396715,-0.3269388643827856,-1.3601132093125299,2.277858877426044,-0.02297636486176649,-1.4832660293817819,-1.3866062476960108,-0.11370280083045226,1.0449581545334286,1
-1.1905121489533708,-0.014899830771393445,0.24119089920918418,-0.8673303639890907,0.036532054557086295,1.0353519892556675,1.3092995358488733,0.1457257778928811,2.339855511537508,0
-1.441324333160472,-0.9273517897827731,0.038952420904523166,1.7547625115420233,-1.0664567375631002,0.2623473379170761,-0.6890889966621667,-0.17279166689428435,-0.09093236244586386,0
-0.6366204779345144,-0.6511119977399686,0.8202492714559798,3.0934569609038505,-1.2716408856413657,0.5198112664129398,-0.3429206867621878,1.0842724143276632,-0.6377513456739484,0
-0.3565944962037617,-0.04176488537709336,-0.7401515778024491,-2.7303049695560424,-0.017126316338669102,0.10332871379635583,-1.0368770693526528,0.008111513247325609,-0.23294544841085316,0
0.7940343770297549,0.3264130261166769,1.0495438735943927,-0.6379340630440192,-0.027674736283308014,-0.7276391441968296,0.9894694065934643,-0.7045641688278513,0.5889231907508367,0
-2.9130497228673002,3.520009390661106,0.5758077038096399,0.0003347368875319536,-0.02297636486176649,1.1519407447461225,-0.011402073669051705,-1.5245832369390209,-0.39801728483728305,1
-0.2549643475617527,-0.6014067243907278,0.7139059300542293,-0.1089835844559395,-0.017126316338669102,0.34668657104648926,0.5349769996995503,-1.6514973745042767,-0.21428837713604232,0
0.492901526821299,0.8325482310755846,1.7684347690939004,-0.2823119996105365,-0.017126316338669102,-1.039831320791618,0.7356575566456204,0.5462043330092528,-1.366834774186549,0
-0.0629016430172149,-0.821099982225871,-0.27578474416437737,-1.312555356046261,0.8901674862628864,-0.027739210428332522,0.9229410380728305,-1.0938713054554818,0.6426335854298263,0
-1.1692318773766828,-0.7724222307145724,0.3221648996033954,-1.8334132645428094,0.9121403024039486,0.7752893697917159,0.2578751209276883,-2.0920024922013587,-2.7701514486848096,1
-0.010773830071896593,0.5959199569310355,-0.0040680549407083565,0.2133651375123051,-1.3804570987350568,-0.7811199957788402,-0.8766955410791696,0.6574225284396514,1.413213554066833,1
0.8881122965815585,-0.9084002115363647,0.9212025947398018,1.6647293939826946,-0.7288537875124457,1.465079503430721,0.939804626565445,-1.793370195254542,-0.37298744323137856,0
0.3065179593482273,-0.7571408620718034,0.5907444326980331,-1.3051313018064201,1.227542721161784,-1.2704582354015364,-0.14745388632732576,1.9683659234565392,0.7838304986811009,0
-0.10071615307064692,-1.215992256014797,1.5876907473043107,0.1063055862817226,1.4045548136462227,-0.3616520804228131,1.087859904079098,0.38499020305387904,0.35318234781976954,0
0.4188773047230576,-1.308890642269092,-1.1747969300456942,0.5861974734274918,-0.02297636486176649,-1.6093243715212586,-0.4142639064507548,0.4769487002645201,-0.9932200264165715,1
-0.7910812727982187,-0.3247111139090971,0.6952844638466505,-0.21374027131001597,-0.1145331962565306,0.01132969613306536,1.9312747122838294,0.29374018458508067,-1.0461805974577378,1
3.0317714099310167,-0.40631205221739425,-2.0296180110528512,0.18788398246632176,1.7992781418615376,0.5849561790643405,-1.0415700410809607,0.20664215134627087,-1.2480065714365869,0
